"set_num","name","year","theme_id"
"9186-1","Indians",1998,665
"9248-1","Bonus Lego Basic Town",1998,534
"9370-1","Lego System Road Plates",1998,533
"9654-1","Early Simple Machines II",1998,516
"9713-1","Infrared Transmission Tower",1998,520
"9732-1","Extreme Creatures",1998,260
"9816-1","Numbers & Letters",1998,516
"9929-1","Plates Red",1998,524
"9932-1","Plates Black",1998,524
"9941-1","Cams & Linkages",1998,1
"9945-1","Differentials",1998,525
"shell98small-1","Shell Town 1998 Promotional (complete set)",1998,598
"03093-1","The Race to Build It Board Game",1999,502
"1068-1","Air Patrol",1999,87
"1076-1","Advent Calendar 1999",1999,207
"1095-1","Super Sub",1999,311
"1106-2","Basic Building Set",1999,470
"1180-1","Space Port Moon Buggy",1999,93
"1183-1","Mummy and Cart",1999,297
"1186-1","Cart",1999,434
"1189-1","Rocket Boat",1999,87
"1193-1","Water Park Tub",1999,632
"1247-1","Patrol Car",1999,50
"1250-1","Dragster",1999,91
"1253-1","Shell Car Transporter",1999,99
"1256-1","Shell Petrol Pump",1999,99
"1259-1","Motorbike",1999,13
"1266-1","Space Probe",1999,93
"1271-1","Jungle Surprise",1999,299
"2025-1","Boat",1999,470
"2047-1","Plane",1999,470
"2198-1","3 Building Plates",1999,504
"2281-1","Deluxe Harbor Highway",1999,505
"2295-1","Clown",1999,505
"2467-1","Large Bucket",1999,505
"2719-1","Heli Monster",1999,470
"2742-1","Loudspeaker",1999,470
"2757-1","Bad Monkey",1999,470
"2774-1","Airshow (Red Tiger)",1999,68
"2808-1","Big Wheels Tipper Truck",1999,632
"2819-1","Brick Mixer",1999,505
"2829-1","Nap Time",1999,660
"2832-1","The Bluebells",1999,660
"2858-1","Girl with Two Cats",1999,323
"2983-1","Heffalump Hide N' Seek",1999,635
"2987-1","The Hundred Acre Wood",1999,635
"3001-1","Kabaya Promotional Set: Propeller Buggy",1999,11
"3012-1","Space Hover",1999,144
"3015-1","Space Police Car",1999,140
"3039-1","Adventurers Plane",1999,297
"3052-1","Ninja Fire Fortress",1999,434
"3067-1","Test Shuttle",1999,93
"3070-1","Mosquito",1999,134
"3073-1","Booster",1999,134
"3076-1","White Ninja's Attack Cart",1999,434
"3132-1","Emma",1999,668
"3135-1","Olivia in Fancy Wear",1999,668
"3138-1","Fashion Wear for Ladies",1999,668
"3141-1","Snuggly Baby Wear",1999,668
"3144-1","Horse Stable",1999,668
"3505-1","Aeroplane",1999,480
"3521-1","Racer",1999,480
"3582-1","Ant",1999,480
"4223-1","Challenger Set 400 with Motor",1999,470
"4284-1","Classic Trial Size",1999,470
"4291-1","Classic Build & Store Tub",1999,470
"4533-1","Train Track Snow Remover",1999,236
"4556-1","Train Station",1999,236
"4561-1","Railway Express with Transformer and Speed Regulator",1999,236
"4920-1","Rapid Rider",1999,442
"4950-1","Loader - Dozer",1999,442
"4990-1","Rock Raiders HQ",1999,442
"5204-1","Cyber Slam Accessories",1999,453
"5216-1","Roof Bricks Assorted, Black",1999,443
"5314-1","RES-Q Equipment (Tools)",1999,454
"5317-1","Wild West Accessories",1999,457
"5320-1","Plates, Small",1999,443
"5413-1","Beauty Set",1999,451
"5533-1","Red Fury",1999,278
"5801-1","Millimy the Fairy",1999,319
"5804-1","Witch's Cottage",1999,319
"5808-1","The Enchanted Palace",1999,319
"5901-1","River Raft",1999,299
"5906-1","Ruler of the Jungle",1999,299
"5956-1","Expedition Balloon",1999,299
"6425-1","TV Chopper",1999,103
"6432-1","Speedway Transport",1999,101
"6435-1","Coast Guard HQ",1999,96
"6439-1","Mini-Dumper",1999,97
"6452-1","Mini Rocket Launcher",1999,93
"6455-1","Space Simulation Station",1999,93
"6458-1","Satellite with Astronaut",1999,93
"6463-1","Lunar Rover",1999,93
"6467-1","Power Pitstop",1999,101
"6498-1","Go-Kart",1999,82
"7101-1","Lightsaber Duel",1999,166
"7121-1","Naboo Swamp",1999,166
"7131-1","Anakin's Podracer",1999,166
"7150-1","TIE Fighter & Y-wing",1999,169
"7171-1","Mos Espa Podrace",1999,166
"8247-1","Road Rebel / Buggy Racer",1999,12
"8253-1","Fire Helicopter",1999,1
"8269-1","Competition Ultra Challenge [aka Cyber Stinger]",1999,3
"8446-1","Crane Truck",1999,7
"8501-1","Ski / Ice Slizer",1999,20
"8504-1","Jet / Judge Slizer",1999,20
"8507-1","Electro / Energy Slizer",1999,20
"9022-1","Extra Soft Bricks",1999,526
"9065-1","Basic Medium Set",1999,516
"9067-1","Basic Brick Runner",1999,516
"9124-1","Transportation Set",1999,516
"9301-1","Road Signs",1999,533
"9535-1","Letters",1999,516
"9681-1","eLAB Renewable Energy Set",1999,531
"9736-1","Exploration Mars",1999,260
"9755-1","Temperature Sensor",1999,260
"9758-1","Light Sensor 9V",1999,260
"9899-1","Hubs and Tires",1999,1
"9916-1","LEGO Electrical Capacitor",1999,1
"9928-1","Beams (blue)",1999,1
"9935-1","Basic Bricks (black)",1999,524
"9940-1","Rubber Bands and String",1999,1
"C8504-1","Ultrarex (8504 + 8505 + 8506 + 8507)",1999,20
"kabninja-1","Kabaya Ninja 4-Pack",1999,434
"Maine-1","Maine Space Grant Consortium Promotional Astronaut Polybag",1999,93
"1086-1","Bulk Bucket",2000,505
"1197-1","Telekom Race Cyclist and Television Motorbike",2000,458
"1261-1","Tea with Bumblebee",2000,660
"1272-1","Blue Racer",2000,91
"1275-1","{Rock Saw Vehicle}",2000,442
"1278-1","Johnny Thunder & Baby T",2000,298
"1281-1","Aeroplane",2000,298
"1284-1","Green Buggy",2000,91
"1288-1","Fire Cart",2000,197
"1291-1","Power Bike",2000,16
"1294-1","Fire Helicopter",2000,50
"1297-1","Speed Patroller",2000,50
"1354-1","Dino Head Attack",2000,273
"2027-1","Pen Pack Alpha",2000,501
"2157-1","Boat",2000,467
"2250-1","Advent Calendar 2000",2000,207
"2400-1","Cute Vehicles",2000,505
"2707-1","Glider",2000,468
"2722-1","Ship",2000,468
"2751-3","Egg (Green)",2000,505
"2751-6","Egg Fun - Set of 4",2000,505
"2825-1","The Meadowsweets",2000,660
"2909-1","Helicopter",2000,657
"2914-1","Rescue Base",2000,657
"2932-1","Train Starter Set with Motor",2000,634
"2937-1","Supplementary Wagon",2000,634
"2967-1","Special Tubes",2000,505
"2990-1","Tigger's Treehouse",2000,635
"3049-1","XL Idea Bucket",2000,505
"3059-1","Mars Mission - Master Builders (Masterbuilders)",2000,93
"3149-1","Happy Home",2000,668
"3152-1","Playroom for the Baby Thomas",2000,668
"3157-1","Cool Wear for Girls",2000,668
"3336-1","Green Tub",2000,505
"3342-1","Star Wars #3 - Troopers/Chewie Minifig Pack",2000,169
"3345-1","Three Minifig Pack - Ninja #2",2000,434
"3348-1","Three Minifig Pack - Rock Raiders #2",2000,442
"3351-1","Three Minifig Pack - City #2",2000,50
"3402-1","Grandstand with Lights",2000,462
"3405-1","Blue Bus",2000,462
"3408-1","Super Sports Coverage",2000,462
"3409-3","Championship Challenge",2000,462
"3412-1","Point Shooting",2000,462
"3439-1","Spy Runner",2000,68
"3446-1","2 x 2 Window White",2000,254
"3449-1","1 x 4 x 6 Black Door Frame with Transparent Blue Panes",2000,254
"3456-1","2 x 2 Dark Green Bricks",2000,254
"3461-1","2 x 4 Dark Green Bricks",2000,254
"3466-1","2 x 8 Dark Green Bricks",2000,254
"3471-1","1 x 4 Dark Green Bricks",2000,254
"3474-1","1 x 6 Light Gray Bricks",2000,254
"3477-1","1 x 6 Red Bricks",2000,254
"3481-1","1 x 8 Dark Green Bricks",2000,254
"3484-1","2 x 4 White Plates",2000,254
"3487-1","1 x 6 White Plates",2000,254
"3490-1","2 x 8 White Plates",2000,254
"3493-1","2 x 2 White Smooth Tiles",2000,254
"3499-1","Small Spruce Trees",2000,254
"3729-1","2 x 4 Dark Gray Bricks",2000,254
"3732-1","Castle Expander Pack",2000,255
"3735-1","Grey Train Doors with Panes",2000,257
"3738-1","Large Spruce Trees",2000,254
"3911-1","Astronaut Key Chain",2000,503
"3915-1","Race Car Driver Key Chain",2000,503
"3923-1","King Leo Key Chain",2000,503
"4164-1","Mickey's Fire Engine",2000,388
"4167-1","Mickey's Mansion",2000,388
"4383-1","Time Teaching Clock",2000,501
"4807-1","Fire Attack",2000,197
"4817-1","Dungeon",2000,197
"4824-1","Medium Bucket",2000,505
"5206-1","Speed Computer",2000,19
"5220-1","Styling Pack",2000,19
"5227-1","Fiber Optic Cables",2000,453
"5824-1","The Good Fairy's House",2000,319
"5827-1","Royal Coach",2000,319
"5911-1","Johnny Thunder's Plane",2000,298
"5914-1","Baby T-Rex Trap",2000,298
"5934-1","Dino Explorer",2000,298
"5975-1","T-Rex Transport",2000,298
"6032-1","Catapult Crusher",2000,197
"6095-1","Royal Joust",2000,197
"6423-1","Mini Tow Truck",2000,103
"6474-1","Wheeled Front Shovel",2000,97
"6519-1","Turbo Tiger",2000,91
"6573-1","Arctic Expedition",2000,51
"6578-1","Polar Explorer",2000,51
"6600-2","Highway Construction",2000,97
"6617-1","Tough Truck Rally",2000,91
"6626-2","Snow Scooter",2000,51
"6714-1","Speed Dragster",2000,91
"7124-1","Flash Speeder",2000,166
"7155-1","Trade Federation AAT",2000,166
"7181-1","TIE Interceptor - UCS",2000,174
"7191-1","X-wing Fighter - UCS",2000,174
"78800-1","Soccer Bonus Set",2000,462
"8001-1","Battle Droid",2000,158
"8004-1","Dirt Bike",2000,16
"8236-1","Bike Burner",2000,17
"8279-1","4WD X-Track",2000,11
"8307-1","Turbo Racer",2000,3
"8458-1","Silver Champion / Formula 1 Racer",2000,12
"8511-1","Frost",2000,16
"8514-1","Power",2000,16
"8520-1","Millennium/Millennia",2000,20
"8523-1","Blaster / Blaster Slizer",2000,20
"9120-1","Light and Sound",2000,516
"9202-1","Toolo Expansion Set",2000,516
"9534-1","Mosaic Tiles",2000,516
"9723-1","Cities and Transportation",2000,507
"B002-1","1 x 4 x 3 Train Window Clear",2000,254
"C8509-3","Swamp + Frost + Onyx + Dust [8509 + 8511 + 8512 + 8513]",2000,16
"C8511-1","Frost + Dust (8511 + 8513)",2000,16
"C8521-1","Dynamo (8521 + 8522 + 8523)",2000,20
"K3731-1","3D Pumpkin Pack Kit",2000,230
"kabdino-1","Dino Island 4-Pack",2000,298
"kabrock-1","Rock Raiders 4-Pack",2000,442
"llca3-1","Pelican Sculpture (Legoland California)",2000,425
"tktour-1","Tour De France (complete set)",2000,50
"VP-12","Star Wars Co-Pack of 7121 and 7151",2000,166
"VP-4","Star Wars Co-Pack of 7101 7111 and 7171",2000,166
"10001-1","Metroliner",2001,233
"10004-1","2 x 2 Sand Red Bricks",2001,254
"10007-1","2 x 4 Sand Red Ridge Roof Tiles Steep Slope",2001,254
"10011-1","Assorted Blue Plates",2001,254
"10014-1","Caboose",2001,238
"10017-1","Hopper Wagon",2001,238
"10111-1","Foliferous Tree",2001,254
"10114-1","2 x 2 Sand Red Roof Tiles",2001,254
"1100-1","Sky Pirates",2001,68
"1237-1","Honda Promotional Set",2001,14
"1351-1","Movie Backdrop Studio",2001,273
"1357-1","Cameraman",2001,273
"1362-1","Air Boat",2001,273
"1371-1","Spinosaurus Attack Studio",2001,274
"1390-1","Maku [McDonald's Promo Set #3]",2001,355
"1393-1","Matoro [McDonald's Promo Set #6]",2001,355
"1405-1","Racing Lion",2001,632
"1408-1","Walking the Dog with Daddy",2001,652
"1414-1","Double Hover (Kabaya Promotional)",2001,135
"1417-1","Vakama",2001,356
"1420-1","Nuju",2001,356
"1423-1","Air Boat (Kabaya Promotional)",2001,273
"2718-1","Aircraft and Ground Crew",2001,68
"2878-3","Santa Claus Mos Burger Gift Box 2 - Tuxedo Santa",2001,227
"2947-1","Speedbike",2001,657
"2952-1","Marie",2001,659
"2955-1","Sarah's Big Recipe",2001,659
"2975-1","Bouncing with Tigger",2001,635
"2979-1","Winnie Pooh Build and Play",2001,635
"3083-1","Flying Action",2001,632
"3088-1","Growing Garden",2001,632
"3091-1","Big Gas / Petrol Truck",2001,632
"3095-1","Wildlife Park",2001,632
"3123-1","Emma's Chill-Out Kitchen",2001,668
"3197-1","Small Aircraft",2001,466
"3265-1","Wazo",2001,666
"3271-1","Bob's Workshop",2001,626
"3274-1","Bob and Muck Repair the Barn",2001,626
"3416-1","Women's Team",2001,462
"3451-1","Sopwith Camel",2001,276
"3616-1","On the Move Police Station (Explore)",2001,632
"3741-1","Large Locomotive (base unit without color trim elements)",2001,238
"3744-1","Locomotive Green Bricks",2001,238
"3747-1","Locomotive Gray Bricks",2001,238
"3800-1","Ultimate Builders Set",2001,260
"3924-1","Director Key Chain",2001,503
"4017-1","Sea Helicopter",2001,674
"4049-1","Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car",2001,273
"4053-1","Cameraman (Nesquik Promotional)",2001,273
"4058-1","Cameraman 1",2001,273
"4061-1","Assistant",2001,273
"4064-1","Actor 2",2001,273
"4067-1","Buggy",2001,273
"4070-1","Stand Camera",2001,273
"4073-1","Tree 1",2001,273
"4076-1","Pteranodon",2001,273
"4079-1","Mini Rex",2001,273
"4117-1","Fantastic Flyers & Cool Cars Bucket",2001,674
"4120-1","Fun and Cool Transportation",2001,674
"4124-10","Advent Calendar 2001, Creator (Day  9) Space Buggy",2001,217
"4124-13","Advent Calendar 2001, Creator (Day 12) Reindeer",2001,217
"4124-16","Advent Calendar 2001, Creator (Day 15) Dog",2001,217
"4124-19","Advent Calendar 2001, Creator (Day 18) Space Shuttle",2001,217
"4124-21","Advent Calendar 2001, Creator (Day 20) Steamship",2001,217
"4124-24","Advent Calendar 2001, Creator (Day 23) Christmas Tree",2001,217
"4124-4","Advent Calendar 2001, Creator (Day  3) Fireplace",2001,217
"4124-7","Advent Calendar 2001, Creator (Day  6) Penguin",2001,217
"4151847-1","Bionicle Trading Card Game 1: Gali & Pohatu",2001,324
"4171-1","Spot & Friends",2001,674
"4174-1","Max Goes Flying",2001,674
"4177-1","Building Stories w/NaNa Bird",2001,37
"4568-1","Loopin",2001,125
"4571-1","Spiky",2001,125
"4574-1","Rip",2001,125
"4577-1","Snake",2001,125
"4600-1","Police Cruiser",2001,281
"4604-1","Police Copter",2001,281
"4607-1","Copter Transport",2001,284
"4610-1","Aqua Res-Q Super Station",2001,284
"4702-1","The Final Challenge",2001,251
"4706-1","Forbidden Corridor",2001,251
"4709-1","Hogwarts Castle",2001,251
"4723-1","Diagon Alley Shops",2001,251
"4830-1","Bucket",2001,505
"5322-1","Bucket (Small Idea Bucket)",2001,505
"5342-1","Bucket",2001,505
"5833-1","Rosita's Wonderful Stable",2001,319
"5951-1","Baby Iguanodon (Polybag)",2001,386
"5977-1","Bears on the Beach",2001,323
"6292-1","Enchanted Island",2001,152
"65030-1","Star Wars Co-Pack of 7104 and 7144",2001,169
"6720-1","Tyrannosaurus Rex",2001,386
"6771-1","Ogel Command Striker",2001,304
"6774-1","Alpha Team ATV",2001,304
"7000-1","Baby Ankylosaurus",2001,386
"7003-1","Baby Dimetrodon",2001,386
"7127-1","Imperial AT-ST",2001,169
"7186-1","Watto's Junkyard",2001,166
"7302-1","Worker Robot",2001,135
"7309-1","Rover",2001,135
"7312-1","T3-Trike",2001,135
"7315-1","Solar Explorer",2001,135
"7320-1","Vega",2001,135
"7323-1","Guard",2001,135
"8007-1","C-3PO™",2001,158
"8241-1","Battle Cars",2001,17
"8464-1","Pneumatic Front End Loader",2001,7
"8525-1","Kanohi Mask Pack - US Version",2001,324
"8531-2","Pohatu - With mini CD-ROM",2001,348
"8533-1","Gali",2001,348
"8534-2","Tahu - With mini CD-ROM",2001,348
"8536-1","Kopaka",2001,348
"8538-1","Muaka and Kane-ra",2001,343
"8541-1","Matau",2001,356
"8544-1","Nuju",2001,356
"8548-1","Nui-Jaga",2001,343
"880011-1","Exclusive Roboriders Pack",2001,16
"9126-1","Dolls Medium Set",2001,516
"9310-1","Dinosaurs Set",2001,515
"970098-1","Special Elements for Control Lab Set",2001,1
"9795-1","ROBOLAB Intelligent House Building Set",2001,520
"B001-1","1 x 4 x 5 Black Window Frames, Transparent Blue Panes",2001,254
"iFountain-1","iFountain (Lego / Coca-Cola Employee Exclusive)",2001,301
"K4611-1","Jack Stone Police Rescue Kit",2001,281
"K7317-1","Life on Mars Kit",2001,135
"kabcreat-1","Creator 4-Pack",2001,674
"kabstud-1","Studios 4-Pack",2001,273
"KT105-1","Large Train Engine Black",2001,238
"KT203-1","Large Train Engine with Tender Blue",2001,238
"KT206-1","Large Train Engine with Tender Brown",2001,238
"KT304-1","Small Train Engine Green",2001,238
"KT307-1","Small Train Engine Gray",2001,238
"KT405-1","Small Train Engine with Tender Black",2001,238
"llca7-1","Holiday Gift Box (Red Box, Yellow Trim With Removable Top) (Legoland California)",2001,425
"LLCABR3-1","Hau Mask - Red Brick (Legoland California)",2001,426
"10020-1","Santa Fe Super Chief, NOT the Limited Edition",2002,236
"10023-1","Master Builder Set",2002,324
"10026-1","Naboo Starfighter - UCS",2002,172
"10037-1","Breezeway Cafe",2002,75
"10043-1","2x2 Electrical Plate",2002,254
"10046-1","Brown Tiles",2002,254
"10049-1","Large Wheels and Axles",2002,254
"10056-1","White Plates 2 x n",2002,254
"10059-1","Dark Green Plates 2 x n",2002,254
"10062-1","Red Plates 1 x n",2002,254
"10065-1","White Plates 1 x n",2002,254
"10068-1","Santa Claus",2002,227
"10075-1","Spider-Man Action Pack",2002,488
"10205-1","Locomotive",2002,238
"1374-1","Green Goblin",2002,488
"1381-1","Vampire's Crypt",2002,273
"1384-1","Bird (Pre-School Building Toy) (Explore)",2002,505
"1427-1","Ogel Marine Slizer",2002,305
"1429-1","Small Soccer Set 2 (Kabaya Box)",2002,462
"1430-2","Small Soccer Set 3 (Polybag)",2002,462
"1433-1","Gahlok Va (Kabaya Promotional)",2002,329
"1436-1","Ultralight Flyer (Kabaya Promotional)",2002,282
"26377-1","Bohrok Swarm Trading Game: Red Pack",2002,324
"3219-1","TIE Fighter - Mini",2002,159
"3281-1","Naughty Spud",2002,626
"3325-1","Intelligent Train Deluxe Set (Explore)",2002,634
"3334-1","Intelli-Train Tunnel",2002,634
"3420-3","Championship Challenge II - L'Equipe de France Promo Edition",2002,462
"3423-1","Freekick Frenzy",2002,462
"3425-2","Grand Championship Cup",2002,462
"3605-2","Birthday Party (Explore)",2002,632
"3608-1","Playground (Explore)",2002,632
"3611-1","Road Worker (Explore)",2002,632
"3614-1","Racing (Explore)",2002,632
"3618-1","Family Farm (Explore)",2002,632
"3621-1","Polar Animals (Explore)",2002,632
"3739-1","Blacksmith Shop",2002,200
"3805-1","Robotics Invention System Upgrade Kit (2.0)",2002,260
"3808-1","Shadowstrike S70",2002,463
"3925-1","Brickster Key Chain",2002,503
"3929-1","Biff Starling Mars Rover Mission Astrobot Male",2002,126
"4043-1","Galidor- Gorm- McDonald's Polybag #3",2002,598
"4081-1","Brick Bucket, Small (Explore)",2002,505
"4084-1","Bucket (Explore)",2002,505
"4087-1","Basic Flexible Bucket, Large (Explore)",2002,505
"4103-1","Fun with Bricks {small red bucket}",2002,674
"4106-1","Large red bucket",2002,674
"4109-1","Curved Road Plates",2002,289
"4113-1","Brick Adventures Small Bucket",2002,674
"4180-1","Animals (Explore)",2002,505
"4186868-1","Large Train Engine with Tender Black (Motorizable, sets 4534, 4535)",2002,238
"4186874-1","Caboose (White Box)",2002,238
"4189224-1","Dragon Sculpture, Ollie, the little dragon from Castleland (Legoland Billund)",2002,425
"4297-1","Lightning Streak",2002,113
"4443-1","Coca-Cola Defender 1",2002,462
"4446-1","Coca-Cola Forward 1",2002,462
"4449-1","Coca-Cola Defender 4",2002,462
"4452-1","Coca-Cola Forward 4",2002,462
"4455-1","Coca-Cola Hotdog Girl",2002,462
"4458-1","Coca-Cola TV Camera",2002,462
"4461-1","Coca-Cola Bench",2002,462
"4464-1","Coca-Cola Bottle Case",2002,462
"4467-1","Coca-Cola Stretcher",2002,462
"4470-1","Coca-Cola Ball",2002,462
"4524-1","Advent Calendar 2002 Creator",2002,214
"4524-12","Advent Calendar 2002 Creator (Day 11) Speedboat",2002,223
"4524-15","Advent Calendar 2002 Creator (Day 14) Jet Ski",2002,223
"4524-18","Advent Calendar 2002 Creator (Day 17) Whale",2002,223
"4524-20","Advent Calendar 2002 Creator (Day 19) Parrot",2002,223
"4524-23","Advent Calendar 2002 Creator (Day 22) Helicopter",2002,223
"4524-3","Advent Calendar 2002 Creator (Day  2) Boy",2002,223
"4524-6","Advent Calendar 2002 Creator (Day  5) Car",2002,223
"4524-9","Advent Calendar 2002 Creator (Day  8) Dog with hat",2002,223
"4582-1","Red Bullet",2002,113
"4585-1","Nitro Pulverizer",2002,113
"4588-1","Off Road Race Track",2002,121
"4591-1","Star Burst/Star Strike",2002,113
"4594-1","Maverick Sprinter & Hot Arrow",2002,113
"4612-1","Super Glider",2002,282
"4615-1","Red Recon Flyer",2002,282
"4618-1","Twin Rotor Cargo",2002,282
"4621-1","Jack Stone Red Flash Station",2002,283
"4712-1","Troll on the Loose",2002,251
"4727-1","Aragog in the Dark Forest",2002,247
"4730-1","Chamber of Secrets",2002,247
"4735-1","Slytherin",2002,247
"4790-1","Alpha Team Robot Diver",2002,305
"4793-1","Ogel Sub Shark",2002,305
"4796-1","Ogel Mutant Squid",2002,305
"4799-1","Ogel Drone Octopus",2002,305
"5438-1","Ladybug Rattle Polybag (Explore)",2002,440
"5837-1","Flora's Bubbling Bath",2002,319
"5843-1","Queen Rose and the Little Prince Charming",2002,319
"5923-1","Western Picture Frame",2002,425
"5993-1","Truck / Car (Explore)",2002,504
"65081-1","R2-D2 8009 / C-3PO 8007 Droid Collectors Set",2002,18
"65110-1","Kohrak Lehvak Tahnok Co-Pack",2002,328
"65145-1","X-wing Fighter / TIE Fighter & Y-wing Collectors Set",2002,169
"65177-1","Bob the Builder Co-Pack #1",2002,626
"6636-1","Police Headquarters",2002,100
"6733-1","Snap's Cruiser",2002,407
"6736-1","Beach Lookout",2002,407
"6739-1","Truck and Stunt Trikes",2002,407
"6763-1","Rapid River Village",2002,477
"7113-1","Tusken Raider Encounter",2002,167
"7139-1","Ewok Attack",2002,169
"7152-1","TIE Fighter & Y-wing (re-release of 7150)",2002,169
"7194-1","Yoda",2002,158
"7203-1","Jedi Defense I",2002,166
"7825-1","Creator Bucket",2002,37
"7832-1","Small Blue Bucket",2002,37
"8010-1","Darth Vader™",2002,158
"8429-1","Helicopter",2002,6
"8461-1","Williams F1 Racer",2002,122
"8470-1","Slammer G-Force",2002,113
"8473-1","Nitro Race Team",2002,113
"8550-1","Gahlok Va",2002,329
"8553-1","Pahrak Va",2002,329
"8556-1","Boxor",2002,347
"8559-1","Krana",2002,324
"8562-1","Gahlok",2002,328
"8565-1","Kohrak",2002,328
"8568-1","Pohatu Nuva",2002,354
"8571-1","Kopaka Nuva",2002,354
"8598-1","Kanohi Nuva & Krana Pack",2002,324
"9134-1","Life-on-the-Farm",2002,516
"970004-1","Yellow Band (Pack of 25)",2002,524
"970009-1","1 x 2 Blue Plates (Pack of 100)",2002,524
"970021-1","Red Rover Tires and Hubs (4 tires 4 hubs)",2002,524
"970036-1","2 x 2 Angle Plate (Pack of 25)",2002,524
"970041-1","128 MM Connecting Leads (Pack of 3)",2002,525
"970047-1","Large Tire and Hub (2 tires 2 hubs)",2002,524
"970112-1","Small Lawn Tire & Hub (4 tires 4 hubs)",2002,524
"970116-1","12 Tooth Double Bevel Gears (Pack of 25)",2002,525
"970119-1","Pneumatic Tubing Service Pack",2002,525
"970122-1","Small White Bands (Pack of 24)",2002,524
"970602-1","Bushings (Pack of 100)",2002,525
"970605-1","Long Black Connector Pegs (Pack of 100)",2002,525
"970608-1","Connector Pegs (Pack of 100)",2002,525
"970611-1","Cross Axles with Knobs (Pack of 100)",2002,525
"970614-1","6-Stud Axles (Pack of 50)",2002,525
"970617-1","12-Stud Axles (Pack of 50)",2002,525
"970620-1","8 Tooth Gears (Pack of 100) 'Spur' Gears",2002,525
"970623-1","20 Tooth Double Bevel Gears (Pack of 25)",2002,525
"970628-1","Cross Blocks (Pack of 50)",2002,525
"970631-1","Bricks with Cross (axle) Holes (Pack of 50)",2002,525
"970634-1","1 x 6 Beams",2002,525
"970637-1","1 x 12 Beams",2002,525
"970640-1","Tacho Wheels (Pack of 20)",2002,525
"970646-1","Gear Blocks (Pack of 5)",2002,525
"970659-1","Pneumatic Parts",2002,525
"970662-1","Steering Wheels (Pack of 25)",2002,525
"970669-1","Special Elements for Simple Machines Set",2002,524
"970672-1","Special Elements for Amusement Park Set",2002,524
"970675-1","House Project Set",2002,524
"970678-1","Special Elements for eLAB Renewable Energy Set",2002,524
"970684-1","Wheels (Tires hubs axle plates and bricks)",2002,524
"9789-2","FIRST LEGO League Challenge 2002 - City Sights",2002,398
"991118-1","3M Connecting Lead (Set of 2)",2002,524
"cokesoccer-1","Japanese Coca-Cola Soccer collection sets 4443 thru 4472",2002,462
"HPG03-1","Harry Potter Gallery 3 - Dumbledore Ginny Weasley D. Malfoy Snape",2002,246
"K10022-1","Santa Fe Train Kit",2002,236
"K3451-1","Famous Planes Kit",2002,276
"K4706-1","Sorcerers Stone Kit",2002,251
"K7204-1","Jedi Adventure Kit",2002,170
"K8563-1","Bohrok Swarm Kit",2002,328
"kabsoccer-1","Kabaya Soccer 3-Pack",2002,462
"LLCAPUM1-1","Build N Buy Pumpkin (Happy) (Legoland California)",2002,427
"LLPlane-1","Airplane [Legoland Deutschland]",2002,425
"10021-1","U.S.S. Constellation",2003,404
"10041-1","Main Street, Reissue",2003,85
"10053-1","Black Slopes 33",2003,254
"10071-1","Mr. Bunny",2003,229
"10074-1","Cross Axles",2003,256
"10079-1","Snowman",2003,227
"10121-1","NBA Basketball Teams",2003,459
"10127-1","NHL Action Set with Stickers",2003,461
"10201-1","Takutanuva",2003,347
"1441-1","Fikou (Tree-Spider)",2003,324
"3285-1","Wendy in the Office",2003,626
"3381-1","Lord Sam Sinister Chupa Chups Promotional",2003,300
"3384-1","Train Worker Chupa Chups Promotional",2003,239
"3387-1","Xtreme Stunts Brickster Chupa Chups Promotional",2003,407
"3390-1","Basketball Street Player Chupa Chups Promotional",2003,459
"3422-2","Shoot 'N Save (FC Bayern Promo Edition)",2003,462
"3429-1","Ultimate Defense",2003,459
"3433-1","NBA Ultimate Arena",2003,459
"3455-1","2 x 2 White Bricks",2003,254
"3464-1","2 x 8 Light Gray Bricks",2003,254
"3470-1","1 x 4 White Bricks",2003,254
"3496-1","2 x 2 Roof Tiles Steep Sloped Red",2003,254
"3511-1","Funny Crocodile (Explore)",2003,505
"3514-1","Rhino and Lion",2003,505
"3518-1","Yellow Duck (Explore)",2003,505
"3530-1","Tony Parker",2003,459
"3537-1","Skateboard Vert Park Challenge",2003,460
"3541-1","Slap Shot",2003,461
"3544-1","Hockey Game Set",2003,461
"3548-2","Slam Dunk Trainer (Kabaya Promotional)",2003,459
"3550-1","Jump and Shoot",2003,459
"3561-1","NBA Collectors #2",2003,459
"3564-1","NBA Collectors #5",2003,459
"3567-1","NBA Collectors #8",2003,459
"3586-1","Stunt Plane (Explore)",2003,504
"3589-1","Chopper (Explore)",2003,504
"3656-1","Police Action (Explore)",2003,632
"3725-1","1 x 2 Brick Light Gray",2003,254
"3753-1","2 x 2 Brown Bricks",2003,254
"3756-1","2 x 4 Brown Ridge Roof Tiles Steep Sloped",2003,254
"4023-1","Fun and Adventure",2003,37
"4024-11","Advent Calendar 2003 Creator (Day 10) Sailboat",2003,223
"4024-14","Advent Calendar 2003 Creator (Day 13) Robot",2003,223
"4024-17","Advent Calendar 2003 Creator (Day 16) Reindeer",2003,223
"4024-2","Advent Calendar 2003 Creator (Day  1) Snowman",2003,223
"4024-22","Advent Calendar 2003 Creator (Day 21) Robot",2003,223
